ジャンル,ページ数,追番,コマ番号,介援隊コード,コマ数,,テキスト情報
住宅改修,214,8,8,B0654,1/16（1コマ）,,
住宅改修,214,9,9,B0687,1/16（1コマ）,,
住宅改修,214,10,10,R1149,1/16（1コマ）,,
住宅改修,214,11,11,B0708,1/16（1コマ）,,
住宅改修,215,1,1,R1204,1/16（1コマ）,,
住宅改修,215,2,2,B0832,3/16 横（3コマ）,,
住宅改修,215,3,3,R0720,1/8 横（2コマ）,,
住宅改修,215,4,4,R0602,1/8 横（2コマ）,,
住宅改修,215,5,5,R0749,1/16（1コマ）,,
住宅改修,215,6,6,R0678,1/8 横（2コマ）,,
住宅改修,215,7,7,B0819,1/16（1コマ）,,
住宅改修,215,8,8,B0818,1/16（1コマ）,,
住宅改修,215,9,9,R0700,1/16（1コマ）,,
住宅改修,215,10,10,R0644,1/16（1コマ）,,
住宅改修,215,11,11,R1150,1/16（1コマ）,,
住宅改修,216,1,1,R0681,1/16（1コマ）,,
住宅改修,216,2,2,R1156,1/8 横（2コマ）,,
住宅改修,216,3,3,B0444,1/16（1コマ）,,
住宅改修,216,4,4,R0223,1/16（1コマ）,,
住宅改修,216,5,5,R0568,1/16（1コマ）,,
住宅改修,216,6,6,R0093,1/16（1コマ）,,
住宅改修,216,7,7,R0094,1/16（1コマ）,,
住宅改修,216,8,8,R0082,1/2 横（8コマ）,,
住宅改修,217,1,1,R0753,1P（16コマ）,,
住宅改修,218,1,1,R0913,1P（16コマ）,,
住宅改修,219,1,1,R1116,1P（16コマ）,,
住宅改修,220,1,1,R0028,1/2 横（8コマ）,,
住宅改修,220,2,2,R0029,1/16（1コマ）,,
住宅改修,220,3,3,,1/16（1コマ）,,
住宅改修,220,4,4,,1/16（1コマ）,,
住宅改修,220,5,5,,1/16（1コマ）,,
住宅改修,220,6,6,,1/16（1コマ）,,
住宅改修,220,7,7,,1/16（1コマ）,,
住宅改修,220,8,8,,1/16（1コマ）,,
住宅改修,220,9,9,,1/16（1コマ）,,
住宅改修,221,1,1,R1181,1/16（1コマ）,,
住宅改修,221,2,2,R1185,1/16（1コマ）,,
住宅改修,221,3,3,R0065,1/16（1コマ）,,
住宅改修,221,4,4,R0463,1/16（1コマ）,,
住宅改修,221,5,5,R0583,1/8 横（2コマ）,,
住宅改修,221,6,6,R1107,1/8 横（2コマ）,,
住宅改修,221,7,7,R0587,1/8 横（2コマ）,,
住宅改修,221,8,8,R0894,1/16（1コマ）,,
住宅改修,221,9,9,R0825,1/16（1コマ）,,
住宅改修,221,10,10,R0462,3/16 横（3コマ）,,
住宅改修,221,11,11,R0618,1/16（1コマ）,,
住宅改修,222,1,1,R0066,1/4（4コマ）,,
住宅改修,222,2,2,R0197,1/4（4コマ）,,
住宅改修,222,3,3,R0683,1/8 横（2コマ）,,
住宅改修,222,4,4,R0531,1/8 横（2コマ）,,
住宅改修,222,5,5,R0069,1/8 横（2コマ）,,
住宅改修,222,6,6,R0069,1/8 横（2コマ）,,
住宅改修,223,1,1,R0988,1P（16コマ）,,
日常生活,224,1,1,,1/8 横（2コマ）,,
日常生活,224,2,2,,1/8 横（2コマ）,,
日常生活,224,3,3,,1/16（1コマ）,,
日常生活,224,4,4,O1025,1/16（1コマ）,,
日常生活,224,5,5,O0363,1/16（1コマ）,,
日常生活,224,6,6,O0461,1/16（1コマ）,,
日常生活,224,7,7,O0575,1/16（1コマ）,,
日常生活,224,8,8,O0857,1/16（1コマ）,,
日常生活,224,9,9,O0858,1/16（1コマ）,,
日常生活,224,10,10,H1061,1/16（1コマ）,,
日常生活,224,11,11,H0505,1/16（1コマ）,,
日常生活,224,12,12,H1110,1/16（1コマ）,,
日常生活,224,13,13,H1023,1/16（1コマ）,,
日常生活,224,14,14,H1064,1/16（1コマ）,,
日常生活,225,1,1,H1114,1/16（1コマ）,,
日常生活,225,2,2,H0969,1/16（1コマ）,,
日常生活,225,3,3,H0945,1/16（1コマ）,,
日常生活,225,4,4,H1128,1/16（1コマ）,,
日常生活,225,5,5,H1070,1/16（1コマ）,,
日常生活,225,6,6,H0985,1/16（1コマ）,,
日常生活,225,7,7,H0987,1/16（1コマ）,,
日常生活,225,8,8,H1129,1/16（1コマ）,,
日常生活,225,9,9,H1111,1/16（1コマ）,,
日常生活,225,10,10,H1164,1/16（1コマ）,,
日常生活,225,11,11,O1122,1/16（1コマ）,,
日常生活,225,12,12,O0105,1/16（1コマ）,,
日常生活,225,13,13,O1106,1/16（1コマ）,,
日常生活,225,14,14,O0380,1/16（1コマ）,,
日常生活,225,15,15,H0864,1/16（1コマ）,,
日常生活,225,16,16,O0284,1/16（1コマ）,,
日常生活,226,1,1,O0062,1/16（1コマ）,,
日常生活,226,2,2,O0338,1/16（1コマ）,,
日常生活,226,3,3,O0223,1/16（1コマ）,,
日常生活,226,4,4,O0499,1/16（1コマ）,,
日常生活,226,5,5,O0469,1/16（1コマ）,,
日常生活,226,6,6,O0651,1/16（1コマ）,,
日常生活,226,7,7,O0373,1/16（1コマ）,,
日常生活,226,8,8,H1075,1/16（1コマ）,,
日常生活,226,9,9,O0715,1/16（1コマ）,,
日常生活,226,10,10,O0710,1/16（1コマ）,,
日常生活,226,11,11,O1042,1/16（1コマ）,,
日常生活,226,12,12,O0281,1/16（1コマ）,,
日常生活,226,13,13,O0787,1/16（1コマ）,,
日常生活,226,14,14,O0048,1/16（1コマ）,,
日常生活,226,15,15,H1066,1/16（1コマ）,,
日常生活,226,16,16,H1067,1/16（1コマ）,,
日常生活,227,1,1,H1079,1/16（1コマ）,,
日常生活,227,2,2,H1112,1/16（1コマ）,,
日常生活,227,3,3,O0497,1/16（1コマ）,,
日常生活,227,4,4,O0910,1/16（1コマ）,,
日常生活,227,5,5,O1100,1/16（1コマ）,,
日常生活,227,6,6,O1094,1/16（1コマ）,,
日常生活,227,7,7,O0871,1/16（1コマ）,,
日常生活,227,8,8,O1123,1/16（1コマ）,,
日常生活,227,9,9,R0342,1/16（1コマ）,,
日常生活,227,10,10,R1189,1/16（1コマ）,,
日常生活,227,11,11,O1124,1/16（1コマ）,,
日常生活,227,12,12,O0177,1/16（1コマ）,,
日常生活,227,13,13,O1009,1/16（1コマ）,,
日常生活,227,14,14,R1188,1/16（1コマ）,,
日常生活,227,15,15,R1061,1/16（1コマ）,,
日常生活,227,16,16,R0999,1/16（1コマ）,,
日常生活,228,1,1,R1000,1/16（1コマ）,,
日常生活,228,2,2,R0599,1/16（1コマ）,,
日常生活,228,3,3,R1192,1/16（1コマ）,,
日常生活,228,4,4,R1137,1/16（1コマ）,,
日常生活,228,5,5,R1004,1/16（1コマ）,,
日常生活,228,6,6,R1003,1/16（1コマ）,,
日常生活,228,7,7,R1178,1/16（1コマ）,,
日常生活,228,8,8,R1191,1/16（1コマ）,,
日常生活,228,9,9,R1177,1/16（1コマ）,,
日常生活,228,10,10,R1160,1/16（1コマ）,,
日常生活,228,11,11,R1157,1/8 横（2コマ）,,
日常生活,228,12,12,O0850,1/16（1コマ）,,
日常生活,228,13,13,R1135,1/16（1コマ）,,
日常生活,228,14,14,R1138,1/16（1コマ）,,
日常生活,228,15,15,R1190,1/16（1コマ）,,
日常生活,229,1,1,R1206,1/16（1コマ）,,
日常生活,229,2,2,R1207,1/16（1コマ）,,
日常生活,229,3,3,R1176,1/16（1コマ）,,
日常生活,229,4,4,R1195,1/16（1コマ）,,
日常生活,229,5,5,R1194,1/16（1コマ）,,
日常生活,229,6,6,R1193,1/16（1コマ）,,
日常生活,229,7,7,R1068,1/16（1コマ）,,
日常生活,229,8,8,R1139,1/16（1コマ）,,
日常生活,229,9,9,R1171,1/8 横（2コマ）,,
日常生活,229,10,10,,1/8 横（2コマ）,,
日常生活,229,11,11,R1063,1/8 横（2コマ）,,
日常生活,229,12,12,R1024,1/16（1コマ）,,
日常生活,229,13,13,R1037,1/16（1コマ）,,
日常生活,230,1,1,R1025,1/16（1コマ）,,
日常生活,230,2,2,R1026,1/16（1コマ）,,
日常生活,230,3,3,R1029,1/16（1コマ）,,
日常生活,230,4,4,R1094,1/16（1コマ）,,
日常生活,230,5,5,R1030,1/16（1コマ）,,
日常生活,230,6,6,R1208,1/16（1コマ）,,
日常生活,230,7,7,R1031,1/16（1コマ）,,
日常生活,230,8,8,R1027,1/16（1コマ）,,
日常生活,230,9,9,R1062,1/8 横（2コマ）,,
日常生活,230,10,10,R1096,1/8 横（2コマ）,,
日常生活,230,11,11,R1162,1/16（1コマ）,,
日常生活,230,12,12,R1163,1/16（1コマ）,,
日常生活,230,13,13,R1164,1/16（1コマ）,,
日常生活,230,14,14,R1165,1/16（1コマ）,,
日常生活,231,1,1,R1028,1/16（1コマ）,,
日常生活,231,2,2,R0945,1/16（1コマ）,,
日常生活,231,3,3,R0959,1/8 横（2コマ）,,
日常生活,231,4,4,R1065,1/16（1コマ）,,
日常生活,231,5,5,R0882,1/16（1コマ）,,
日常生活,231,6,6,R0970,1/16（1コマ）,,
日常生活,231,7,7,R0881,1/16（1コマ）,,
日常生活,231,8,8,R1070,1/16（1コマ）,,
日常生活,231,9,9,R1069,1/16（1コマ）,,
日常生活,231,10,10,R0883,1/16（1コマ）,,
日常生活,231,11,11,R1106,1/16（1コマ）,,
日常生活,231,12,12,R0597,1/16（1コマ）,,
日常生活,231,13,13,R1159,1/16（1コマ）,,
日常生活,231,14,14,R1066,1/8 横（2コマ）,,
日常生活,232,1,1,R1186,1/4 横（4コマ）,,
日常生活,232,2,2,R0668,1/4 横（4コマ）,,
日常生活,232,3,3,R0705,1/4 横（4コマ）,,
日常生活,232,4,4,R0960,1/8 横（2コマ）,,
日常生活,232,5,5,R1040,1/8 横（2コマ）,,
日常生活,233,1,1,R1161,1P（16コマ）,,
日常生活,234,1,1,R0937,custom,,
日常生活,234,2,2,,1/16（1コマ）,,
日常生活,234,3,3,,1/16（1コマ）,,
日常生活,234,4,4,,1/16（1コマ）,,
日常生活,234,5,5,,1/4 横（4コマ）,,
日常生活,234,6,6,,1/16（1コマ）,,
日常生活,234,7,7,,1/16（1コマ）,,
日常生活,234,8,8,,1/16（1コマ）,,
日常生活,234,9,9,,1/16（1コマ）,,
日常生活,234,10,10,,1/16（1コマ）,,
日常生活,234,11,11,,1/16（1コマ）,,
日常生活,234,12,12,,1/16（1コマ）,,
日常生活,234,13,13,,1/16（1コマ）,,
日常生活,235,1,1,R1140,custom,,
日常生活,235,2,2,,1/16（1コマ）,,
日常生活,235,3,3,,1/16（1コマ）,,
日常生活,235,4,4,,1/16（1コマ）,,
日常生活,235,5,5,,1/4 横（4コマ）,,
日常生活,235,6,6,,1/16（1コマ）,,
日常生活,235,7,7,,1/16（1コマ）,,
日常生活,235,8,8,,1/16（1コマ）,,
日常生活,235,9,9,,1/16（1コマ）,,
日常生活,235,10,10,,1/16（1コマ）,,
日常生活,235,11,11,,1/16（1コマ）,,
日常生活,235,12,12,,1/16（1コマ）,,
日常生活,235,13,13,,1/16（1コマ）,,
日常生活,236,1,1,R0842,1P（16コマ）,,
日常生活,237,1,1,R0949,1/4 横（4コマ）,,
日常生活,237,2,2,R0950,1/8 横（2コマ）,,
日常生活,237,3,3,R0953,1/16（1コマ）,,
日常生活,237,4,4,R0957,1/16（1コマ）,,
日常生活,237,5,5,R0951,1/16（1コマ）,,
日常生活,237,6,6,R0955,1/16（1コマ）,,
日常生活,237,7,7,R1114,1/16（1コマ）,,
日常生活,237,8,8,R0956,1/16（1コマ）,,
日常生活,237,9,9,R0561,1/16（1コマ）,,
日常生活,237,10,10,R0954,1/16（1コマ）,,
日常生活,237,11,11,R1041,1/8 横（2コマ）,,
健康管理,238,1,1,,1/8 横（2コマ）,,
健康管理,238,2,2,,1/8 横（2コマ）,,
健康管理,238,3,3,O0965,1/2 横（8コマ）,,
健康管理,238,4,4,O1121,1/16（1コマ）,,
健康管理,238,5,5,O0960,1/16（1コマ）,,
健康管理,238,6,6,O1059,1/8 横（2コマ）,,
健康管理,239,1,1,O1125,1/16（1コマ）,,
健康管理,239,2,2,O1117,1/16（1コマ）,,
健康管理,239,3,3,O0834,1/8 横（2コマ）,,
健康管理,239,4,4,O0868,1/16（1コマ）,,
健康管理,239,5,5,H1107,1/16（1コマ）,,
健康管理,239,6,6,O1090,1/16（1コマ）,,
健康管理,239,7,7,O0900,1/16（1コマ）,,
健康管理,239,8,8,O1120,1/4 横（4コマ）,,
健康管理,239,9,9,O1091,1/16（1コマ）,,
健康管理,239,10,10,O0906,1/16（1コマ）,,
健康管理,239,11,11,O0743,1/16（1コマ）,,
健康管理,239,12,12,H1158,1/16（1コマ）,,
健康管理,240,1,1,O1104,1/16（1コマ）,,
健康管理,240,2,2,H1166,1/16（1コマ）,,
健康管理,240,3,3,O1056,1/8 横（2コマ）,,
健康管理,240,4,4,O1028,3/16 横（3コマ）,,
健康管理,240,5,5,O0298,1/16（1コマ）,,
健康管理,240,6,6,O1103,1/16（1コマ）,,
健康管理,240,7,7,O0832,1/16（1コマ）,,
健康管理,240,8,8,O0789,1/16（1コマ）,,
健康管理,240,9,9,O0966,1/16（1コマ）,,
健康管理,240,10,10,H1084,1/16（1コマ）,,
健康管理,240,11,11,H0660,1/16（1コマ）,,
健康管理,240,12,12,H1021,1/16（1コマ）,,
健康管理,240,13,13,H0554,1/16（1コマ）,,
健康管理,241,1,1,H1144,1/16（1コマ）,,
健康管理,241,2,2,O0746,1/16（1コマ）,,
健康管理,241,3,3,H1157,1/16（1コマ）,,
健康管理,241,4,4,H1028,1/16（1コマ）,,
健康管理,241,5,5,H0866,1/16（1コマ）,,
健康管理,241,6,6,H0978,1/16（1コマ）,,
健康管理,241,7,7,H1046,1/16（1コマ）,,
健康管理,241,8,8,H1136,1/16（1コマ）,,
健康管理,241,9,9,H1085,1/8 横（2コマ）,,
健康管理,241,10,10,H0379,1/8 横（2コマ）,,
健康管理,241,11,11,H0912,1/16（1コマ）,,
健康管理,241,12,12,O1102,1/16（1コマ）,,
健康管理,241,13,13,H1126,1/16（1コマ）,,
健康管理,241,14,14,H0661,1/16（1コマ）,,
健康管理,242,1,1,H0975,1/16（1コマ）,,
健康管理,242,2,2,H0423,1/16（1コマ）,,
健康管理,242,3,3,H0643,1/16（1コマ）,,
健康管理,242,4,4,H1159,1/16（1コマ）,,
健康管理,242,5,5,H0970,1/16（1コマ）,,
健康管理,242,6,6,H0609,1/16（1コマ）,,
健康管理,242,7,7,H0257,1/16（1コマ）,,
健康管理,242,8,8,,1/16（1コマ）,,
健康管理,242,9,9,H1044,1/16（1コマ）,,
健康管理,242,10,10,H1069,1/16（1コマ）,,
健康管理,242,11,11,H1008,1/16（1コマ）,,
健康管理,242,12,12,H0778,1/16（1コマ）,,
健康管理,242,13,13,W1844,1/16（1コマ）,,
健康管理,242,14,14,W1306,1/16（1コマ）,,
健康管理,242,15,15,W0101,1/16（1コマ）,,
健康管理,242,16,16,W0100,1/16（1コマ）,,
健康管理,243,1,1,W1194,1/16（1コマ）,,
健康管理,243,2,2,M0293,1/16（1コマ）,,
健康管理,243,3,3,M0615,1/16（1コマ）,,
健康管理,243,4,4,,1/16（1コマ）,,
健康管理,243,5,5,H1160,1/16（1コマ）,,
健康管理,243,6,6,H0974,1/16（1コマ）,,
健康管理,243,7,7,H1053,1/16（1コマ）,,
健康管理,243,8,8,H1137,1/16（1コマ）,,
健康管理,243,9,9,H1050,1/16（1コマ）,,
健康管理,243,10,10,H0993,1/16（1コマ）,,
健康管理,243,11,11,H0658,1/16（1コマ）,,
健康管理,243,12,12,H1010,1/16（1コマ）,,
健康管理,243,13,13,H0720,1/16（1コマ）,,
健康管理,243,14,14,H1142,1/16（1コマ）,,
健康管理,243,15,15,H0962,1/16（1コマ）,,
健康管理,243,16,16,H0918,1/16（1コマ）,,
健康管理,244,1,1,H1089,1/16（1コマ）,,
健康管理,244,2,2,H1119,1/16（1コマ）,,
健康管理,244,3,3,H1161,1/16（1コマ）,,
健康管理,244,4,4,H1076,1/16（1コマ）,,
健康管理,244,5,5,H0824,1/16（1コマ）,,
健康管理,244,6,6,H1162,1/16（1コマ）,,
健康管理,244,7,7,H1167,1/16（1コマ）,,
健康管理,244,8,8,H1125,1/16（1コマ）,,
健康管理,244,9,9,H1123,1/16（1コマ）,,
健康管理,244,10,10,H0995,1/16（1コマ）,,
健康管理,244,11,11,H1080,1/8 横（2コマ）,,
健康管理,244,12,12,H1143,1/4 横（4コマ）,,
健康管理,245,1,1,,1/16（1コマ）,,
健康管理,245,2,2,U0917,1/16（1コマ）,,
健康管理,245,3,3,O1010,1/16（1コマ）,,
健康管理,245,4,4,O1031,1/16（1コマ）,,
健康管理,245,5,5,O0750,1/16（1コマ）,,
健康管理,245,6,6,O0693,1/16（1コマ）,,
健康管理,245,7,7,O1053,1/16（1コマ）,,
健康管理,245,8,8,H1145,1/16（1コマ）,,
健康管理,245,9,9,H0140,1/8 横（2コマ）,,
健康管理,245,10,10,,1/16（1コマ）,,
健康管理,245,11,11,H1124,1/16（1コマ）,,
健康管理,245,12,12,O0869,1/16（1コマ）,,
健康管理,245,13,13,O0748,1/16（1コマ）,,
健康管理,245,14,14,H0883,1/8 横（2コマ）,,
健康管理,246,1,1,U0653,1/4 横（4コマ）,,
健康管理,246,2,2,U0820,1/16（1コマ）,,
健康管理,246,3,3,U0824,1/16（1コマ）,,
健康管理,246,4,4,U0967,1/16（1コマ）,,
健康管理,246,5,5,U0966,1/16（1コマ）,,
健康管理,246,6,6,U0965,1/16（1コマ）,,
健康管理,246,7,7,P0356,1/16（1コマ）,,
健康管理,246,8,8,H1165,1/16（1コマ）,,
健康管理,246,9,9,P0309,1/16（1コマ）,,
健康管理,246,10,10,H1163,1/16（1コマ）,,
健康管理,246,11,11,H0828,1/16（1コマ）,,
健康管理,246,12,12,U0823,1/16（1コマ）,,
健康管理,246,13,13,O1097,1/16（1コマ）,,
医療・施設,247,1,1,,1/8 横（2コマ）,,
